sensor measurement2,sensor measurement3,sensor measurement4,sensor measurement6,sensor measurement7,sensor measurement8,sensor measurement9,sensor measurement11,sensor measurement12,sensor measurement13,sensor measurement14,sensor measurement15,sensor measurement17,sensor measurement20,sensor measurement21,label
-0.661796585,-1.253128566,-1.089235882,0.141679902,1.48265763,0.328917401,-0.697505989,-0.491105704,1.568062721,-0.224591707,-0.862474855,-0.262513583,-2.073043984,1.071829422,-0.051781206,125
-1.54170284,-0.928556479,-0.882583102,0.141679902,0.996832569,-0.657199775,-0.668977101,-1.127601476,1.351129274,-0.502682663,-0.560527547,-0.619798917,-0.136014269,0.629220398,0.646596522,125
-0.961764627,0.488796005,-1.428102,0.141679902,1.132411655,-0.37545201,-0.888604256,-0.528546632,1.052845784,-1.33695553,-0.308904789,-0.950421166,-2.073043984,1.293133934,1.120495695,125
-1.321726276,-1.034572487,-1.336997011,0.141679902,0.861253482,-0.234578128,-0.292667481,-0.491105704,0.727445613,-0.502682663,-0.968366099,-0.846435136,-0.78169084,0.684546526,0.421194187,125
-0.701792324,0.139758685,-0.952578399,0.141679902,1.799008832,-0.798073657,-0.646335126,-1.090160549,0.686770591,-0.363637185,-0.736663477,-0.729117564,-0.78169084,1.12715555,1.941736172,125
0.058126714,-0.346283939,-0.722593853,0.141679902,1.403569829,-0.798073657,-0.820225492,-0.977837765,0.673212251,-0.224591707,-0.489234432,-1.782309405,-0.78169084,0.075959119,0.562532536,125
-0.281837066,-1.476577692,-0.939245961,0.141679902,1.053323855,-0.93894754,-0.850565738,-0.266460138,0.388487101,-0.085546229,-0.898645627,-0.193189563,-0.78169084,-0.034693137,0.18008759,125
-0.48181576,-0.085321457,-0.659264775,0.141679902,1.053323855,-0.798073657,-0.882264503,-0.865514982,0.456278803,-1.197910052,-0.187811337,0.022781422,-1.427367412,1.735742958,1.170379818,125
-0.281837066,-1.435802304,-0.377061516,0.141679902,1.313183771,-1.220695304,-0.936605242,-1.090160549,1.22910421,-0.780773618,-0.590931963,-0.467819334,-0.78169084,0.241937502,1.303404148,125
-1.381719885,-1.861497354,-1.114789721,0.141679902,1.426166343,-0.37545201,-0.443915872,-0.940396838,1.188429188,-0.780773618,-0.618715309,-0.745115414,-0.78169084,0.961177166,1.344050471,125
-1.501707101,-0.150562077,-1.048127533,0.141679902,1.505254144,-0.234578128,-0.451614143,-1.015278693,1.364687614,-0.224591707,-0.374431549,-0.702454479,-0.78169084,1.348460062,1.728342977,125
-1.341724146,-1.192780992,-0.915914196,0.141679902,0.680481366,-1.079821422,-0.610560806,-1.57689261,1.107079145,-0.64172814,-0.626054306,-0.750448031,-0.78169084,-0.643280545,0.740822089,125
-0.881773149,-1.377085746,-0.795922259,0.141679902,1.3583768,-0.516325893,-0.555314388,-0.790633126,0.578303867,-1.197910052,-0.666943004,-1.699653843,-0.78169084,0.131285247,0.805486693,125
-0.561807238,0.128341576,-0.63593301,0.141679902,0.398024935,-0.516325893,-0.735997346,-1.689215393,0.890145698,-0.919819096,-0.297372079,-0.137197085,-0.78169084,1.735742958,1.429038236,125
-1.121747582,-0.956283742,-0.83925268,0.141679902,0.646586595,-0.234578128,-0.370555874,-0.191578282,1.107079145,-0.64172814,-0.674806216,-0.758446957,-0.78169084,1.016503294,0.787934872,125
-0.881773149,0.162592902,-0.320398657,0.141679902,0.352831907,-0.93894754,-0.333423035,-0.828074054,1.798554509,-0.085546229,-0.866668568,-0.94242224,-0.78169084,0.961177166,0.231819273,125
-1.501707101,-0.584412205,-0.859251337,0.141679902,0.883849996,-0.798073657,-0.831999319,-0.341341993,1.201987529,-1.33695553,-0.644926013,-0.587803215,-0.78169084,1.348460062,1.714486276,125
-0.301834936,-1.321631218,-1.085902773,0.141679902,0.522305765,-0.234578128,-0.222930199,-0.341341993,0.429162122,-0.64172814,-0.809529234,-0.859766678,-0.136014269,-0.145345393,0.966224424,125
-0.50181363,-0.36422511,-0.851474081,0.141679902,0.443217964,-0.516325893,-0.220213162,-1.277365187,0.822353996,-0.224591707,-0.78856067,-1.18505631,-0.136014269,0.629220398,0.783315972,125
-0.941766757,-1.664144477,-0.671486176,0.141679902,1.143709913,-0.516325893,-0.5978813,-1.202483332,0.578303867,-0.64172814,-0.91961419,-1.195721544,-0.78169084,0.961177166,1.825339884,125
-1.581698579,-0.328342769,-1.085902773,0.141679902,0.736972652,-0.234578128,-0.904906477,-0.528546632,0.673212251,-0.502682663,-0.721461268,-0.121199235,-0.78169084,0.684546526,0.695556866,125
-0.901771018,-1.006845223,-1.241447876,0.141679902,0.974236054,-0.37545201,-0.661278829,-1.202483332,-0.058938134,-0.780773618,-0.43366774,-0.721118638,-0.78169084,1.348460062,1.47892236,125
0.178113931,-0.3316048,-0.590380515,0.141679902,0.62399008,-0.516325893,-0.753658086,-0.266460138,1.24266255,-0.085546229,-0.862474855,-0.814439434,-0.78169084,0.186611375,1.116800575,125
0.258105408,-0.812754377,-0.94591218,0.141679902,0.409323193,-1.079821422,-0.82203685,-1.57689261,0.673212251,-0.64172814,-0.492379716,0.220088248,-0.136014269,0.684546526,0.696480646,125
0.158116061,-1.101444123,-1.484764859,0.141679902,-0.370256556,-0.798073657,-0.418104021,-1.764097248,0.930820719,-0.363637185,-0.573108684,0.313409045,-1.427367412,1.016503294,0.453526489,125
-0.14185198,-1.745695252,-0.741481473,0.141679902,0.895148254,-0.657199775,-0.638184015,-0.940396838,0.741003953,-0.502682663,-0.491331288,-0.009214279,-0.78169084,0.463242014,0.811029374,125
-0.521811499,0.337111562,-0.859251337,0.141679902,0.657884852,-0.798073657,-0.405424515,-0.603428488,1.391804295,-0.502682663,-0.723558125,-0.619798917,-0.78169084,0.795198782,-0.507204778,125
-0.541809369,-0.908984292,-0.817031951,0.141679902,1.222797713,-0.798073657,-0.738261543,-0.528546632,0.94437906,-1.058864574,-0.506009282,-0.934423315,-0.78169084,1.348460062,0.61888312,125
-0.381826413,-0.683904151,-0.90813694,0.141679902,0.691779623,-1.220695304,-1.033512894,-1.052719621,1.446037657,-0.780773618,-0.437861452,-1.06507243,-1.427367412,-0.753932801,0.47200209,125
-1.101749713,-1.117754279,-0.682596541,0.141679902,0.059077219,-0.657199775,-0.654033397,-0.940396838,0.280020377,-0.224591707,-0.43366774,-0.422492091,-0.78169084,0.131285247,0.61888312,125
-1.561700709,-0.010294743,-1.215894038,0.141679902,0.872551739,-0.093704246,-0.675316854,-1.052719621,1.079962465,-0.780773618,-0.611900526,-0.273178817,-2.073043984,0.629220398,-0.003744643,125
-0.701792324,1.01072097,-0.602601916,0.141679902,1.414868086,-0.37545201,-0.68754352,-1.052719621,-0.126729837,-1.058864574,-0.78331853,0.145431611,-0.78169084,0.57389427,1.429038236,125
-0.681794455,-1.267807706,-0.65148752,0.141679902,0.714376138,-0.516325893,-0.613730682,-0.491105704,1.459595997,-0.919819096,-0.569439186,-1.449020848,-0.136014269,0.407915886,0.89878848,125
-1.161743321,-1.137326465,-0.379283589,0.141679902,0.816060453,0.188043519,-0.663995866,-0.865514982,1.256220891,-0.085546229,-0.633917517,-0.419825782,-1.427367412,0.407915886,0.684471505,125
-1.021758235,-1.457005506,-1.043683388,0.141679902,1.222797713,0.047169637,-0.52633266,-0.977837765,1.052845784,0.053499249,-0.601416245,-0.934423315,-1.427367412,1.182481678,-0.175567735,125
-0.16184985,0.263715864,-1.505874552,0.141679902,0.126866762,-0.516325893,-0.692071915,-0.116696427,0.198670335,-1.197910052,-0.682669427,-0.171859095,0.509662303,-0.255997649,0.497867932,125
-0.901771018,-0.980748975,-0.98035431,0.141679902,0.578797051,0.047169637,-0.976907957,-0.341341993,0.551187187,-0.780773618,-0.817916659,-0.947754857,-1.427367412,0.629220398,0.871075078,125
-0.801781671,-0.946497649,-0.6325999,0.141679902,0.680481366,-0.93894754,-0.961511414,0.070508212,0.171553654,0.470635682,-0.566818115,-0.041209981,-0.78169084,0.463242014,0.789782432,125
-0.361828544,-0.329973784,-1.04590546,0.141679902,0.714376138,-0.516325893,-0.262327235,-1.502010754,0.469837144,-0.64172814,-0.809005019,-1.361032669,-1.427367412,0.739872654,0.235514394,125
-0.701792324,-0.049439115,-0.657042702,0.141679902,1.064622112,0.047169637,-0.679392409,-0.56598756,1.662971104,-0.224591707,-0.507581925,-1.32370435,-0.136014269,0.85052491,0.011959618,125
-0.341830675,-1.380347777,-0.501497599,0.141679902,0.759569167,0.047169637,-0.609655127,-0.678310343,0.415603782,-0.363637185,-0.59564989,-0.478484568,-0.78169084,0.739872654,0.255837555,124
-0.48181576,0.02884963,-0.854807191,0.141679902,1.448762858,-0.37545201,-0.663543027,-0.491105704,1.093520805,0.053499249,-0.766543679,-0.345169145,-0.78169084,1.016503294,0.780544631,123
-0.921768888,-1.060668735,-0.683707577,0.141679902,0.725674395,0.188043519,-0.53493661,-0.491105704,0.700328932,0.331590205,-0.702065348,-0.379831155,-0.78169084,0.241937502,1.492779061,122
-0.941766757,-1.649465337,-0.649265447,0.141679902,0.782165681,-0.93894754,-0.867320799,-0.90295591,0.415603782,-0.085546229,-0.496573429,-0.51048027,-1.427367412,-0.090019265,0.90895006,121
-0.541809369,-1.838663137,-0.235959887,0.141679902,0.443217964,-0.37545201,-0.4901055,-1.015278693,0.754562293,-0.085546229,-0.513872494,-1.25438033,-1.427367412,0.131285247,0.173621129,120
-0.781783802,0.247405709,-1.222560256,0.141679902,0.578797051,-0.93894754,-0.706562779,-0.940396838,0.849470677,0.053499249,-0.728800266,-1.017078877,-1.427367412,1.182481678,0.995785386,119
0.55807345,-0.957914758,-0.828142316,0.141679902,0.74827091,-0.37545201,-0.878188947,0.145390068,1.134195826,-1.754091963,-0.580971896,-0.763779574,-0.78169084,-0.090019265,0.852599476,118
-1.441713493,-1.337941373,-1.568092593,0.141679902,0.262445849,-0.37545201,-1.038041289,-1.202483332,0.483395484,0.192544727,-0.714122271,0.532046338,-0.78169084,0.407915886,0.576389237,117
-0.941766757,-0.214171682,-1.110345575,0.141679902,0.330235392,-1.079821422,-0.393650688,-0.378782921,0.225787015,-0.919819096,-0.383343188,-1.13439645,-2.073043984,1.12715555,1.414257755,116
-0.261839197,-0.688797198,-0.884805175,0.141679902,1.403569829,-0.516325893,-0.851471417,-0.491105704,0.252903696,-0.224591707,-0.445724663,0.289412268,-0.136014269,0.961177166,-0.135845192,115
-1.381719885,-1.592379794,-0.537050766,0.141679902,0.115568505,-0.234578128,-1.035777091,-0.528546632,1.174870848,0.887772116,-0.51596935,-1.675657067,-0.78169084,0.352589758,0.544056935,114
-1.121747582,-1.315107156,-0.555938385,0.141679902,0.454516222,-0.798073657,-0.787168209,-0.715751271,0.591862208,0.470635682,-0.437861452,-0.771778499,0.509662303,0.463242014,0.206877212,113
-1.481709232,0.234357585,-1.705861113,0.141679902,0.612691823,-0.516325893,-0.976907957,0.370035634,0.144436973,0.053499249,-0.476653294,-0.497148727,-0.78169084,0.407915886,0.661377003,112
0.098122453,-0.930187494,-0.765924275,0.141679902,0.578797051,0.047169637,-0.90264228,-0.416223849,0.334253739,-0.64172814,-0.780173245,-0.465153026,-0.78169084,-0.255997649,0.769459271,111
-1.281730537,-0.2370059,-1.084791736,0.141679902,0.917744768,0.047169637,-0.770865987,-1.090160549,0.727445613,-0.919819096,-0.509154567,-1.161059534,-0.136014269,0.407915886,-0.170025054,110
-0.041862633,-0.403369482,-0.283734455,0.141679902,0.138165019,-0.234578128,-0.73192179,-1.202483332,0.700328932,-0.64172814,-0.651740796,-0.782443733,-1.427367412,-0.090019265,0.348215562,109
-0.081858372,-0.816016408,-0.259291653,0.141679902,0.612691823,-0.657199775,-0.668977101,-0.603428488,0.171553654,-0.502682663,-0.640208086,-0.75311434,-0.78169084,-0.477302161,-0.225451858,108
-0.801781671,-0.06574927,-0.330397985,0.141679902,1.166306427,-1.220695304,-0.414934144,-0.678310343,1.201987529,-0.64172814,-0.442579379,0.206756706,-0.78169084,1.071829422,-0.052704986,107
-1.681687926,-0.281043319,-0.597046734,0.141679902,0.364130164,0.047169637,-0.814338578,-0.603428488,0.551187187,-0.085546229,-0.71779177,-0.662459852,0.509662303,0.684546526,0.968071984,106
-0.701792324,-0.625187593,0.462882041,0.141679902,0.82735871,0.610665166,-0.666712903,-0.753192199,0.022411909,-0.502682663,-0.699444277,-0.254514658,-1.427367412,0.352589758,0.46645941,105
-1.441713493,-1.505935971,-0.315954512,0.141679902,1.256692485,-0.37545201,-0.838339072,-0.303901065,1.066404124,-0.780773618,-0.643877585,0.438725542,-0.78169084,0.463242014,0.174544909,104
-0.881773149,-0.944866634,-0.745925618,0.141679902,0.612691823,-0.657199775,-0.452972662,-0.303901065,0.185111994,-0.224591707,-0.450966804,0.180093621,-0.78169084,0.739872654,0.361148482,103
-0.021864764,-1.001952177,0.443994421,0.141679902,-0.551028672,0.047169637,-0.632749941,-0.828074054,0.103761951,-0.085546229,-0.735615049,-1.227717246,-1.427367412,0.905851038,1.676611294,102
-1.401717754,-0.926925463,-0.46372236,0.141679902,0.194656305,-0.798073657,-0.657656113,-0.828074054,0.185111994,0.053499249,-0.49028286,-1.259712947,0.509662303,1.625090702,0.872922638,101
0.418088364,-0.08042841,-0.907025904,0.141679902,0.499709251,0.610665166,-0.764526234,-0.341341993,0.673212251,-0.64172814,-0.648071298,-1.171724768,-0.78169084,0.961177166,0.577313017,100
0.338096886,0.524678346,-0.0504168,0.141679902,0.793463939,-0.37545201,-0.786715369,-0.303901065,0.022411909,-0.224591707,-0.55580962,-0.563806439,-0.78169084,0.241937502,-0.388037149,99
-0.461817891,-1.182994899,-0.443723704,0.141679902,0.556200537,0.751539048,-0.879094626,-0.22901921,0.266462037,-0.363637185,-0.595125676,0.273414418,-0.136014269,0.186611375,0.795325113,98
0.358094755,-2.107780697,0.129571106,0.141679902,0.612691823,-1.079821422,-0.742337099,-0.603428488,0.686770591,-1.058864574,-0.63549016,0.409396149,0.509662303,-0.311323777,0.343596661,97
-0.981762496,-1.052513658,-1.530317354,0.141679902,-0.031308839,-0.37545201,-0.748676852,-0.56598756,0.334253739,-0.502682663,-0.684766283,-0.294509284,-0.78169084,0.352589758,0.33066374,96
-1.221736929,0.855774496,-0.124856242,0.141679902,0.036480704,-0.093704246,-0.86686796,-0.303901065,0.34781208,-0.502682663,-0.786988028,-0.843768827,-0.78169084,1.071829422,0.060919962,95
-1.361722015,0.095721266,-0.485943089,0.141679902,-0.697906016,-0.516325893,-0.894491169,-0.640869415,1.215545869,-0.502682663,-0.831546225,-1.091735514,-1.427367412,0.795198782,-0.316906085,94
-0.441820022,0.359945779,-0.311510366,0.141679902,0.443217964,-0.234578128,-0.910340551,-0.528546632,0.008853568,0.053499249,-0.628151163,0.158763154,-0.136014269,0.020632991,-0.530299279,93
-0.921768888,-0.145669031,0.268450662,0.141679902,0.962937797,-0.37545201,-0.884075861,0.370035634,0.185111994,-0.224591707,-0.590407749,-0.481150877,-0.78169084,0.629220398,1.102020094,92
0.138118192,-1.034572487,-0.613712281,0.141679902,0.002585932,-0.516325893,-0.586107473,0.295153779,0.64609557,-0.224591707,-0.932195328,-0.182524329,-1.427367412,-0.366649905,1.156523118,91
0.338096886,-0.230481838,-0.612601244,0.141679902,0.059077219,0.751539048,-0.628674386,-0.191578282,-0.045379794,-0.64172814,-0.699968491,0.372067831,-0.136014269,0.684546526,0.698328206,90
-0.941766757,-1.509198002,-0.63593301,0.141679902,0.307638878,-0.093704246,-0.541729203,0.10794914,-0.004704772,0.053499249,-1.014496938,-0.422492091,-0.78169084,-0.698606673,1.285852326,89
-0.781783802,0.017432521,-0.298177928,0.141679902,0.330235392,-0.234578128,-0.928906971,-0.753192199,1.310454252,-0.085546229,-0.621860594,-1.067738738,-0.78169084,0.795198782,0.458145389,88
-1.341724146,-0.365856125,-0.634821973,0.141679902,-0.291168756,-0.093704246,-0.764526234,-0.865514982,0.537628846,-0.224591707,-0.510727209,-0.254514658,-0.136014269,-0.255997649,0.886779339,87
-0.001866894,-0.240267931,-0.49816449,0.141679902,0.262445849,-0.234578128,-0.698411668,-0.378782921,0.130878632,-0.085546229,-0.910702551,0.646697602,-0.78169084,1.459112318,1.155599337,86
-0.301834936,0.751389503,-0.133744534,0.141679902,0.42062145,-0.37545201,-0.75003537,-0.715751271,0.456278803,-0.363637185,-0.595125676,-0.481150877,1.801015446,1.071829422,1.098324973,85
1.617960529,-0.752406803,-1.051460643,0.141679902,1.200201199,0.610665166,-0.824753887,0.257712851,0.144436973,-0.919819096,-0.641256515,-0.76911219,-0.136014269,-0.366649905,0.124660786,84
-0.381826413,-0.664331965,0.01846746,0.141679902,0.251147591,0.047169637,-0.639089694,0.145390068,0.280020377,0.192544727,-0.670088289,-1.771644172,0.509662303,1.293133934,0.61334044,83
-0.261839197,-0.083690441,-0.851474081,0.141679902,0.804762196,0.469791284,-0.626863028,0.033067284,0.808795655,0.331590205,-0.869813853,0.577373582,-0.136014269,1.348460062,0.049834601,82
-0.021864764,-1.001952177,-0.091525148,0.141679902,0.138165019,0.328917401,-0.61599488,0.295153779,0.157995313,0.60968116,-0.595125676,0.068108666,-0.78169084,0.57389427,-0.703969931,81
-0.041862633,-0.662700949,-0.788145004,0.141679902,-0.200782698,-0.516325893,-0.632297102,-1.202483332,0.65965391,-0.224591707,-0.641256515,0.062776049,0.509662303,0.131285247,0.286322297,80
-0.001866894,0.053314862,-0.260402689,0.141679902,-0.5171339,0.047169637,-0.547616116,-0.303901065,0.456278803,0.887772116,-0.756583612,0.422727691,-0.136014269,0.463242014,0.18840161,79
-0.741788063,-0.343021908,-0.662597885,0.141679902,1.042025598,-0.37545201,-0.845131664,0.145390068,0.36137042,0.748726638,-0.597222532,-0.350501762,0.509662303,0.407915886,0.791629992,78
-0.041862633,0.704090053,-0.259291653,0.141679902,0.861253482,0.188043519,-0.673505496,-0.416223849,-0.072496475,0.331590205,-0.846748433,-0.203854797,-0.136014269,0.629220398,0.115422985,77
-0.081858372,-1.665775492,-0.771479457,0.141679902,1.166306427,-0.234578128,-0.703392902,-0.416223849,0.252903696,-0.64172814,-0.487137576,-0.966419016,0.509662303,1.182481678,0.568075217,76
-0.601802977,-0.122834814,0.046243372,0.141679902,1.380973315,0.047169637,-0.707921297,-0.079255499,-0.262313241,0.053499249,-0.924332117,-0.44115625,-1.427367412,-0.477302161,-1.044844775,75
-0.681794455,-0.791551175,0.045132335,0.141679902,0.996832569,0.047169637,-0.639542534,0.033067284,-0.140288177,0.331590205,-0.44782152,-0.598468449,-0.136014269,0.352589758,0.063691302,74
-0.021864764,1.023769095,-0.497053453,0.141679902,0.454516222,0.047169637,-0.876377589,0.033067284,0.06308693,-0.085546229,-1.043328712,-0.606467374,0.509662303,1.071829422,0.268770476,73
0.258105408,0.531202409,-0.139299716,0.141679902,0.330235392,0.047169637,-0.748224012,0.220271923,-0.099613156,0.053499249,-0.953163891,-1.04640827,-0.136014269,-0.034693137,0.151450408,72
-0.101856241,0.495320067,0.329557667,0.141679902,0.375428421,-0.37545201,-1.09917462,-0.378782921,-0.153846517,-0.780773618,-0.514396708,-0.422492091,0.509662303,-1.030563441,1.222111502,71
1.23800101,0.514892253,0.559542212,0.141679902,0.070375476,0.751539048,-1.034871412,0.220271923,-0.669063455,0.331590205,-0.626054306,-0.44115625,-0.136014269,0.241937502,-0.096122649,70
1.417981835,-0.630080639,-0.654820629,0.141679902,-0.822186845,0.328917401,-0.715619569,-0.491105704,0.252903696,1.026817594,-0.735615049,-0.067873065,-0.78169084,0.463242014,0.021197419,69
-0.401824283,-0.551791894,-0.7392594,0.141679902,-1.25152062,0.469791284,-0.55305019,0.033067284,-0.018263113,0.470635682,-0.520687277,-0.014546896,-0.136014269,-0.090019265,-0.513671238,68
0.55807345,-0.824171486,-0.279290309,0.141679902,-1.04815199,0.469791284,-0.864150923,0.332594707,0.212228675,0.192544727,-0.913323621,-0.913092847,0.509662303,-0.753932801,0.131127246,67
-0.381826413,-1.285748877,1.062841725,0.141679902,0.398024935,-0.657199775,-0.730563272,-0.191578282,-0.086054815,-0.224591707,-0.671660931,-0.115866618,-0.78169084,0.186611375,-0.561707802,66
0.618067058,-0.590936267,-1.04923857,0.141679902,0.499709251,-0.093704246,-0.785356851,0.332594707,-0.099613156,0.053499249,-0.563672831,0.545377881,-0.136014269,0.518568142,-0.115522031,65
-0.421822152,0.545881548,-0.208183976,0.141679902,-0.709204273,0.469791284,-0.39183933,0.295153779,0.741003953,0.887772116,-0.611900526,-0.022545822,-0.136014269,0.186611375,-0.236537219,64
-0.541809369,0.131603607,-0.057083018,0.141679902,-1.070748505,-0.093704246,-0.867773639,0.257712851,0.822353996,0.470635682,-0.860902213,0.692024846,-0.136014269,0.131285247,-0.222680518,63
0.038128845,-0.754037818,0.368443943,0.141679902,-0.799590331,0.469791284,-1.008606722,-0.303901065,0.103761951,-0.363637185,-0.967841885,-1.28904234,0.509662303,-0.587954417,0.520962433,62
0.658062797,-0.773610005,0.479547588,0.141679902,0.375428421,0.188043519,-0.912151909,0.594681201,0.049528589,0.470635682,-0.910702551,-0.249182041,-1.427367412,-0.477302161,0.496944152,61
1.018024446,0.903073946,-0.352618715,0.141679902,-0.234677469,1.033286813,-0.960152896,0.070508212,0.307137058,0.887772116,-0.777552175,-0.518479195,-0.136014269,-1.583824721,0.266922916,60
-0.461817891,0.34526664,0.130682142,0.141679902,0.511007508,0.188043519,-0.647240805,0.10794914,-0.248754901,-0.085546229,-0.672185145,0.486719094,0.509662303,0.739872654,-0.347390827,59
0.338096886,-1.125909356,-0.695928978,0.141679902,-0.189484441,0.188043519,-0.864150923,0.78188584,0.144436973,0.470635682,-0.652789224,-0.342502837,-0.136014269,-0.753932801,-0.059171447,58
-0.461817891,-0.811123361,-0.233737814,0.141679902,-0.31376527,0.610665166,-0.66082599,-0.753192199,-0.574155072,0.331590205,-0.755535184,-0.478484568,-0.78169084,0.186611375,-0.141387872,57
0.318099016,-0.946497649,-0.504830708,0.141679902,0.917744768,-0.516325893,-1.102797336,-0.416223849,0.171553654,0.192544727,-0.698395849,0.126767452,-0.136014269,-0.311323777,-1.106738039,56
